entity_id,anatomy,biological_process,cellular_component,disease,drug,effect__phenotype,exposure,gene__protein,molecular_function,pathway
sialic acid transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
organophosphate:inorganic phosphate antiporter activity,1,1,1,0,0,0,0,0,1,0
heparan sulfate sulfotransferase activity,1,1,1,0,0,0,0,0,1,0
acetylglucosaminyltransferase activity,1,1,1,0,0,0,0,0,1,0
xylan binding,1,1,1,0,0,0,0,0,1,0
nucleoside binding,1,1,1,0,0,0,0,0,1,0
ligand-gated channel activity,1,1,1,0,0,0,0,0,1,0
L-ornithine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
solute:anion antiporter activity,1,1,1,0,0,0,0,0,1,0
postsynaptic neurotransmitter receptor activity,1,1,1,0,0,0,0,0,1,0
transmembrane signaling receptor activity,1,1,1,0,0,0,0,0,1,0
CoA-ligase activity,1,1,1,0,0,0,0,0,1,0
acid-thiol ligase activity,1,1,1,0,0,0,0,0,1,0
fatty acid ligase activity,1,1,1,0,0,0,0,0,1,0
acid-amino acid ligase activity,1,1,1,0,0,0,0,0,1,0
helicase activity,1,1,1,0,0,0,0,0,1,0
glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,1,1,1,0,0,0,0,0,1,0
ribonuclease activity,1,1,1,0,0,0,0,0,1,0
exonuclease activity,1,1,1,0,0,0,0,0,1,0
endonuclease activity,1,1,1,0,0,0,0,0,1,0
oligonucleotidase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",1,1,1,0,0,0,0,0,1,0
solute:cation antiporter activity,1,1,1,0,0,0,0,0,1,0
monoamine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
carnitine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
acyl carnitine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on CH-OH group of donors",1,1,1,0,0,0,0,0,1,0
triphosphoric monoester hydrolase activity,1,1,1,0,0,0,0,0,1,0
protein kinase activity,1,1,1,0,0,0,0,0,1,0
phosphoprotein phosphatase activity,1,1,1,0,0,0,0,0,1,0
immune receptor activity,1,1,1,0,0,0,0,0,1,0
small molecule sensor activity,1,1,1,0,0,0,0,0,1,0
apolipoprotein receptor activity,1,1,1,0,0,0,0,0,1,0
purine nucleotide transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated",1,1,1,0,0,0,0,0,1,0
cis-trans isomerase activity,1,1,1,0,0,0,0,0,1,0
solute:proton antiporter activity,1,1,1,0,0,0,0,0,1,0
L-alanine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
polyamine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
tetracycline transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
cycloheximide transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
acetylcholine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
metal ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
benomyl transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
amiloride transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
amino acid binding,1,1,1,0,0,0,0,0,1,0
amide binding,1,1,1,0,0,0,0,0,1,0
drug binding,1,1,1,0,0,0,0,0,1,0
lipid binding,1,1,1,0,0,0,0,0,1,0
small molecule binding,1,1,1,0,0,0,0,0,1,0
fatty acid binding,1,1,1,0,0,0,0,0,1,0
quaternary ammonium group binding,1,1,1,0,0,0,0,0,1,0
amine binding,1,1,1,0,0,0,0,0,1,0
quinone binding,1,1,1,0,0,0,0,0,1,0
retinoid binding,1,1,1,0,0,0,0,0,1,0
monosaccharide binding,1,1,1,0,0,0,0,0,1,0
uridylyltransferase activity,1,1,1,0,0,0,0,0,1,0
"ligase activity, forming carbon-nitrogen bonds",1,1,1,0,0,0,0,0,1,0
nucleotidyltransferase activity,1,1,1,0,0,0,0,0,1,0
mannosyltransferase activity,1,1,1,0,0,0,0,0,1,0
glucosidase activity,1,1,1,0,0,0,0,0,1,0
hydrolase activity,1,1,1,0,0,0,0,0,1,0
acetylgalactosaminyltransferase activity,1,1,1,0,0,0,0,0,1,0
amidine-lyase activity,1,1,1,0,0,0,0,0,1,0
prenyltransferase activity,1,1,1,0,0,0,0,0,1,0
N-palmitoyltransferase activity,1,1,1,0,0,0,0,0,1,0
phosphoric diester hydrolase activity,1,1,1,0,0,0,0,0,1,0
"transferase activity, transferring nitrogenous groups",1,1,1,0,0,0,0,0,1,0
carbon-sulfur lyase activity,1,1,1,0,0,0,0,0,1,0
transferase activity,1,1,1,0,0,0,0,0,1,0
"ligase activity, forming carbon-sulfur bonds",1,1,1,0,0,0,0,0,1,0
UDP-xylosyltransferase activity,1,1,1,0,0,0,0,0,1,0
S-acyltransferase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",1,1,1,0,0,0,0,0,1,0
S-succinyltransferase activity,1,1,1,0,0,0,0,0,1,0
methylthiotransferase activity,1,1,1,0,0,0,0,0,1,0
"intramolecular oxidoreductase activity, transposing S-S bonds",1,1,1,0,0,0,0,0,1,0
sulfotransferase activity,1,1,1,0,0,0,0,0,1,0
acyltransferase activity,1,1,1,0,0,0,0,0,1,0
thiolester hydrolase activity,1,1,1,0,0,0,0,0,1,0
palmitoyl hydrolase activity,1,1,1,0,0,0,0,0,1,0
disulfide oxidoreductase activity,1,1,1,0,0,0,0,0,1,0
ATPase,1,1,1,0,0,0,0,0,1,0
fucosyltransferase activity,1,1,1,0,0,0,0,0,1,0
peptide N-acetyltransferase activity,1,1,1,0,0,0,0,0,1,0
triplet codon-amino acid adaptor activity,1,1,1,0,0,0,0,0,1,0
glycerol-1-phosphate dehydrogenase [NAD(P)+] activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor",1,1,1,0,0,0,0,0,1,0
polyamine binding,1,1,1,0,0,0,0,0,1,0
G protein-coupled glutamate receptor binding,1,1,1,0,0,0,0,0,1,0
ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
inorganic molecular entity transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
voltage-gated channel activity,1,1,1,0,0,0,0,0,1,0
channel activity,1,1,1,0,0,0,0,0,1,0
gated channel activity,1,1,1,0,0,0,0,0,1,0
protein kinase binding,1,1,1,0,0,0,0,0,1,0
protein kinase A binding,1,1,1,0,0,0,0,0,1,0
tRNA (adenine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
rRNA (guanine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
mRNA methyltransferase activity,1,1,1,0,0,0,0,0,1,0
rRNA (uridine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
rRNA (cytosine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
rRNA (adenine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
tRNA (guanine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
signaling receptor inhibitor activity,1,1,1,0,0,0,0,0,1,0
RNA polymerase II-specific DNA-binding transcription factor binding,1,1,1,0,0,0,0,0,1,0
protein tyrosine kinase binding,1,1,1,0,0,0,0,0,1,0
signaling receptor activator activity,1,1,1,0,0,0,0,0,1,0
neuromedin U receptor binding,1,1,1,0,0,0,0,0,1,0
allose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
steroid hormone binding,1,1,1,0,0,0,0,0,1,0
ribonucleoprotein complex binding,1,1,1,0,0,0,0,0,1,0
lipoprotein particle binding,1,1,1,0,0,0,0,0,1,0
extracellular matrix binding,1,1,1,0,0,0,0,0,1,0
antigen binding,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",1,1,1,0,0,0,0,0,1,0
pyruvate dehydrogenase activity,1,1,1,0,0,0,0,0,1,0
protein kinase activator activity,1,1,1,0,0,0,0,0,1,0
"phosphotransferase activity, nitrogenous group as acceptor",1,1,1,0,0,0,0,0,1,0
molecular transducer activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",1,1,1,0,0,0,0,0,1,0
DNA polymerase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor",1,1,1,0,0,0,0,0,1,0
hormone receptor binding,1,1,1,0,0,0,0,0,1,0
receptor antagonist activity,1,1,1,0,0,0,0,0,1,0
interleukin-1 binding,1,1,1,0,0,0,0,0,1,0
G protein-coupled peptide receptor activity,1,1,1,0,0,0,0,0,1,0
pheromone receptor activity,1,1,1,0,0,0,0,0,1,0
pyruvate dehydrogenase [NAD(P)+] activity,1,1,1,0,0,0,0,0,1,0
carbohydrate binding,1,1,1,0,0,0,0,0,1,0
peptidase activity,1,1,1,0,0,0,0,0,1,0
serine hydrolase activity,1,1,1,0,0,0,0,0,1,0
ferric iron transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
ATPase-coupled cation transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
cytokine activity,1,1,1,0,0,0,0,0,1,0
chemokine receptor binding,1,1,1,0,0,0,0,0,1,0
pyrophosphatase activity,1,1,1,0,0,0,0,0,1,0
cell-cell adhesion mediator activity,1,1,1,0,0,0,0,0,1,0
cadherin binding,1,1,1,0,0,0,0,0,1,0
activin-activated receptor activity,1,1,1,0,0,0,0,0,1,0
ion channel regulator activity,1,1,1,0,0,0,0,0,1,0
channel regulator activity,1,1,1,0,0,0,0,0,1,0
channel inhibitor activity,1,1,1,0,0,0,0,0,1,0
ligand-gated ion channel activity,1,1,1,0,0,0,0,0,1,0
cation channel activity,1,1,1,0,0,0,0,0,1,0
anion channel activity,1,1,1,0,0,0,0,0,1,0
trace-amine receptor activity,1,1,1,0,0,0,0,0,1,0
chloride channel activity,1,1,1,0,0,0,0,0,1,0
voltage-gated anion channel activity,1,1,1,0,0,0,0,0,1,0
ligand-gated anion channel activity,1,1,1,0,0,0,0,0,1,0
extracellularly glutamate-gated ion channel activity,1,1,1,0,0,0,0,0,1,0
volume-sensitive anion channel activity,1,1,1,0,0,0,0,0,1,0
extracellularly glycine-gated ion channel activity,1,1,1,0,0,0,0,0,1,0
inhibitory extracellular ligand-gated ion channel activity,1,1,1,0,0,0,0,0,1,0
intracellularly ATP-gated ion channel activity,1,1,1,0,0,0,0,0,1,0
nucleobase:cation symporter activity,1,1,1,0,0,0,0,0,1,0
purine nucleobase transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
nucleoside:sodium symporter activity,1,1,1,0,0,0,0,0,1,0
pyrimidine nucleobase transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
cytosine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
uracil transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
single-stranded RNA binding,1,1,1,0,0,0,0,0,1,0
double-stranded RNA binding,1,1,1,0,0,0,0,0,1,0
annealing activity,1,1,1,0,0,0,0,0,1,0
carboxyl-O-methyltransferase activity,1,1,1,0,0,0,0,0,1,0
glycerol dehydrogenase [NAD(P)+] activity,1,1,1,0,0,0,0,0,1,0
selenotransferase activity,1,1,1,0,0,0,0,0,1,0
oxidoreductase activity,1,1,1,0,0,0,0,0,1,0
DNA demethylase activity,1,1,1,0,0,0,0,0,1,0
"phosphotransferase activity, paired acceptors",1,1,1,0,0,0,0,0,1,0
"phosphotransferase activity, carboxyl group as acceptor",1,1,1,0,0,0,0,0,1,0
"phosphotransferase activity, phosphate group as acceptor",1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor",1,1,1,0,0,0,0,0,1,0
cyclic-nucleotide phosphodiesterase activity,1,1,1,0,0,0,0,0,1,0
"phosphoglucan, water dikinase activity",1,1,1,0,0,0,0,0,1,0
isoprenoid binding,1,1,1,0,0,0,0,0,1,0
myosin heavy chain binding,1,1,1,0,0,0,0,0,1,0
myosin II binding,1,1,1,0,0,0,0,0,1,0
myosin I binding,1,1,1,0,0,0,0,0,1,0
myosin VI binding,1,1,1,0,0,0,0,0,1,0
interleukin-12 binding,1,1,1,0,0,0,0,0,1,0
G protein-coupled nucleotide receptor binding,1,1,1,0,0,0,0,0,1,0
guanine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
cadmium ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
bile acid transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
ATPase-coupled lipid transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
manganese ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
transition metal ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
protein transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
heme transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
molybdate ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
sterol transporter activity,1,1,1,0,0,0,0,0,1,0
iron chelate transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
nickel cation transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
peptide transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
omega peptidase activity,1,1,1,0,0,0,0,0,1,0
deubiquitinase activity,1,1,1,0,0,0,0,0,1,0
threonine-type peptidase activity,1,1,1,0,0,0,0,0,1,0
cysteine-type peptidase activity,1,1,1,0,0,0,0,0,1,0
dipeptidase activity,1,1,1,0,0,0,0,0,1,0
metalloexopeptidase activity,1,1,1,0,0,0,0,0,1,0
lipid transfer activity,1,1,1,0,0,0,0,0,1,0
cargo receptor activity,1,1,1,0,0,0,0,0,1,0
ligase activity,1,1,1,0,0,0,0,0,1,0
proton channel activity,1,1,1,0,0,0,0,0,1,0
modification-dependent protein binding,1,1,1,0,0,0,0,0,1,0
maltose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
porin activity,1,1,1,0,0,0,0,0,1,0
ABC-type oligosaccharide transporter activity,1,1,1,0,0,0,0,0,1,0
protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,1,1,1,0,0,0,0,0,1,0
heteroglycan alpha-mannosyltransferase activity,1,1,1,0,0,0,0,0,1,0
rRNA methyltransferase activity,1,1,1,0,0,0,0,0,1,0
arabinose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
sucrose:cation symporter activity,1,1,1,0,0,0,0,0,1,0
D-xylose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
raffinose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
lactose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
trehalose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
alkanesulfonate binding,1,1,1,0,0,0,0,0,1,0
tRNA (cytosine) methyltransferase activity,1,1,1,0,0,0,0,0,1,0
histone threonine kinase activity,1,1,1,0,0,0,0,0,1,0
anion:cation symporter activity,1,1,1,0,0,0,0,0,1,0
glucose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
myo-inositol transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
neurotransmitter transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
solute:bicarbonate symporter activity,1,1,1,0,0,0,0,0,1,0
galactose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
melibiose:cation symporter activity,1,1,1,0,0,0,0,0,1,0
creatine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
nucleoside transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
urea transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
peptide pheromone receptor activity,1,1,1,0,0,0,0,0,1,0
mating-type factor pheromone receptor activity,1,1,1,0,0,0,0,0,1,0
protein-arginine N-methyltransferase activity,1,1,1,0,0,0,0,0,1,0
histone methyltransferase activity,1,1,1,0,0,0,0,0,1,0
catecholamine binding,1,1,1,0,0,0,0,0,1,0
neurotransmitter binding,1,1,1,0,0,0,0,0,1,0
bradykinin receptor binding,1,1,1,0,0,0,0,0,1,0
CCR chemokine receptor binding,1,1,1,0,0,0,0,0,1,0
polysaccharide binding,1,1,1,0,0,0,0,0,1,0
oligosaccharide binding,1,1,1,0,0,0,0,0,1,0
aldehyde-lyase activity,1,1,1,0,0,0,0,0,1,0
oxo-acid-lyase activity,1,1,1,0,0,0,0,0,1,0
lipoprotein particle receptor binding,1,1,1,0,0,0,0,0,1,0
G protein-coupled serotonin receptor binding,1,1,1,0,0,0,0,0,1,0
"intramolecular oxidoreductase activity, interconverting keto- and enol-groups",1,1,1,0,0,0,0,0,1,0
CoA hydrolase activity,1,1,1,0,0,0,0,0,1,0
alcohol dehydrogenase (cytochrome c(L)) activity,1,1,1,0,0,0,0,0,1,0
IgM receptor activity,1,1,1,0,0,0,0,0,1,0
intramolecular lyase activity,1,1,1,0,0,0,0,0,1,0
peroxisome membrane targeting sequence binding,1,1,1,0,0,0,0,0,1,0
enzyme inhibitor activity,1,1,1,0,0,0,0,0,1,0
nitric-oxide synthase regulator activity,1,1,1,0,0,0,0,0,1,0
ubiquitin-protein transferase regulator activity,1,1,1,0,0,0,0,0,1,0
enzyme regulator activity,1,1,1,0,0,0,0,0,1,0
kinase regulator activity,1,1,1,0,0,0,0,0,1,0
peptidase regulator activity,1,1,1,0,0,0,0,0,1,0
ornithine decarboxylase regulator activity,1,1,1,0,0,0,0,0,1,0
cyclase regulator activity,1,1,1,0,0,0,0,0,1,0
histone deacetylase regulator activity,1,1,1,0,0,0,0,0,1,0
ATPase regulator activity,1,1,1,0,0,0,0,0,1,0
phosphatase regulator activity,1,1,1,0,0,0,0,0,1,0
cyclase activator activity,1,1,1,0,0,0,0,0,1,0
enzyme activator activity,1,1,1,0,0,0,0,0,1,0
guanylate cyclase regulator activity,1,1,1,0,0,0,0,0,1,0
sequence-specific double-stranded DNA binding,1,1,1,0,0,0,0,0,1,0
C-acyltransferase activity,1,1,1,0,0,0,0,0,1,0
sucrose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
melibiose transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
adenylyltransferase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on the CH-CH group of donors",1,1,1,0,0,0,0,0,1,0
protein-membrane adaptor activity,1,1,1,0,0,0,0,0,1,0
spindle pole body anchor activity,1,1,1,0,0,0,0,0,1,0
cytoskeletal anchor activity,1,1,1,0,0,0,0,0,1,0
"intramolecular transferase activity, transferring hydroxy groups",1,1,1,0,0,0,0,0,1,0
RNA 2'-O-methyltransferase activity,1,1,1,0,0,0,0,0,1,0
phosphatidylinositol 3-kinase binding,1,1,1,0,0,0,0,0,1,0
kinase binding,1,1,1,0,0,0,0,0,1,0
inositol bisphosphate phosphatase activity,1,1,1,0,0,0,0,0,1,0
P-type calcium transporter activity,1,1,1,0,0,0,0,0,1,0
"alpha-(1,2)-fucosyltransferase activity",1,1,1,0,0,0,0,0,1,0
diphosphotransferase activity,1,1,1,0,0,0,0,0,1,0
phosphopantetheine-dependent carrier activity,1,1,1,0,0,0,0,0,1,0
ACP phosphopantetheine attachment site binding,1,1,1,0,0,0,0,0,1,0
nitric oxide binding,1,1,1,0,0,0,0,0,1,0
nucleobase-containing compound transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
tachykinin receptor activity,1,1,1,0,0,0,0,0,1,0
endopeptidase inhibitor activity,1,1,1,0,0,0,0,0,1,0
N-acetylgalactosamine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
O-palmitoyltransferase activity,1,1,1,0,0,0,0,0,1,0
alpha-(1->3)-fucosyltransferase activity,1,1,1,0,0,0,0,0,1,0
alpha-(1->6)-fucosyltransferase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",1,1,1,0,0,0,0,0,1,0
protein-disulfide reductase activity,1,1,1,0,0,0,0,0,1,0
sulfite reductase activity,1,1,1,0,0,0,0,0,1,0
phosphate ion transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor",1,1,1,0,0,0,0,0,1,0
5'-3' exodeoxyribonuclease activity,1,1,1,0,0,0,0,0,1,0
single-stranded DNA exodeoxyribonuclease activity,1,1,1,0,0,0,0,0,1,0
double-stranded DNA exodeoxyribonuclease activity,1,1,1,0,0,0,0,0,1,0
O-acetyltransferase activity,1,1,1,0,0,0,0,0,1,0
serine O-acyltransferase activity,1,1,1,0,0,0,0,0,1,0
alcohol O-acyltransferase activity,1,1,1,0,0,0,0,0,1,0
O-octanoyltransferase activity,1,1,1,0,0,0,0,0,1,0
carnitine O-acyltransferase activity,1,1,1,0,0,0,0,0,1,0
O-decanoyltransferase activity,1,1,1,0,0,0,0,0,1,0
O-hexanoyltransferase activity,1,1,1,0,0,0,0,0,1,0
O-butanoyltransferase activity,1,1,1,0,0,0,0,0,1,0
neuropeptide hormone activity,1,1,1,0,0,0,0,0,1,0
mannitol transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor",1,1,1,0,0,0,0,0,1,0
transaminase activity,1,1,1,0,0,0,0,0,1,0
metallopeptidase activity,1,1,1,0,0,0,0,0,1,0
endopeptidase activity,1,1,1,0,0,0,0,0,1,0
exopeptidase activity,1,1,1,0,0,0,0,0,1,0
polynucleotide 5'-hydroxyl-kinase activity,1,1,1,0,0,0,0,0,1,0
acyl-CoA hydrolase activity,1,1,1,0,0,0,0,0,1,0
"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1,1,1,0,0,0,0,0,1,0
amine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
icosanoid binding,1,1,1,0,0,0,0,0,1,0
long-chain fatty acid binding,1,1,1,0,0,0,0,0,1,0
fatty acid derivative binding,1,1,1,0,0,0,0,0,1,0
icosatetraenoic acid binding,1,1,1,0,0,0,0,0,1,0
"hydrolase activity, acting on acid sulfur-sulfur bonds",1,1,1,0,0,0,0,0,1,0
peptide binding,1,1,1,0,0,0,0,0,1,0
sterol binding,1,1,1,0,0,0,0,0,1,0
poly-pyrimidine tract binding,1,1,1,0,0,0,0,0,1,0
deaminated base DNA N-glycosylase activity,1,1,1,0,0,0,0,0,1,0
"exodeoxyribonuclease activity, producing 5'-phosphomonoesters",1,1,1,0,0,0,0,0,1,0
5'-3' exonuclease activity,1,1,1,0,0,0,0,0,1,0
3'-5' exonuclease activity,1,1,1,0,0,0,0,0,1,0
oligopeptide transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
transition metal ion binding,1,1,1,0,0,0,0,0,1,0
H2A histone acetyltransferase activity,1,1,1,0,0,0,0,0,1,0
protein kinase inhibitor activity,1,1,1,0,0,0,0,0,1,0
recombinase activator activity,1,1,1,0,0,0,0,0,1,0
arachidonic acid monooxygenase activity,1,1,1,0,0,0,0,0,1,0
lyase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",1,1,1,0,0,0,0,0,1,0
myosin light chain binding,1,1,1,0,0,0,0,0,1,0
pseudouridine synthase activity,1,1,1,0,0,0,0,0,1,0
aminoacyltransferase activity,1,1,1,0,0,0,0,0,1,0
"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",1,1,1,0,0,0,0,0,1,0
cytidylyltransferase activity,1,1,1,0,0,0,0,0,1,0
"hydroxymethyl-, formyl- and related transferase activity",1,1,1,0,0,0,0,0,1,0
oxidative RNA demethylase activity,1,1,1,0,0,0,0,0,1,0
sulfurtransferase activity,1,1,1,0,0,0,0,0,1,0
"ligase activity, forming carbon-oxygen bonds",1,1,1,0,0,0,0,0,1,0
histone acetyltransferase activity,1,1,1,0,0,0,0,0,1,0
molecular_function,1,1,1,0,0,0,0,0,1,0
intramolecular oxidoreductase activity,1,1,1,0,0,0,0,0,1,0
"oxidoreductase activity, acting on a heme group of donors",1,1,1,0,0,0,0,0,1,0
electron transfer activity,1,1,1,0,0,0,0,0,1,0
pheromone activity,1,1,1,0,0,0,0,0,1,0
RNA-directed DNA polymerase activity,1,1,1,0,0,0,0,0,1,0
ligand-gated calcium channel activity,1,1,1,0,0,0,0,0,1,0
NAD(P)+ transhydrogenase activity,1,1,1,0,0,0,0,0,1,0
calcium-release channel activity,1,1,1,0,0,0,0,0,1,0
acetate ester transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
homogentisate prenyltransferase activity,1,1,1,0,0,0,0,0,1,0
saccharopine dehydrogenase activity,1,1,1,0,0,0,0,0,1,0
"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances",1,1,1,0,0,0,0,0,1,0
protein histidine kinase activity,1,1,1,0,0,0,0,0,1,0
tryptophan binding,1,1,1,0,0,0,0,0,1,0
carbon monoxide binding,1,1,1,0,0,0,0,0,1,0
cadmium ion binding,1,1,1,0,0,0,0,0,1,0
zinc ion binding,1,1,1,0,0,0,0,0,1,0
oxygen binding,1,1,1,0,0,0,0,0,1,0
copper ion binding,1,1,1,0,0,0,0,0,1,0
calcium ion binding,1,1,1,0,0,0,0,0,1,0
tyrosine binding,1,1,1,0,0,0,0,0,1,0
RNA modification guide activity,1,1,1,0,0,0,0,0,1,0
snRNA binding,1,1,1,0,0,0,0,0,1,0
rRNA binding,1,1,1,0,0,0,0,0,1,0
tRNA binding,1,1,1,0,0,0,0,0,1,0
geranylgeraniol kinase activity,1,1,1,0,0,0,0,0,1,0
halohydrin hydrogen-halide-lyase activity,1,1,1,0,0,0,0,0,1,0
binding,1,1,1,0,0,0,0,0,1,0
transcription cis-regulatory region binding,1,1,1,0,0,0,0,0,1,0
myosin binding,1,1,1,0,0,0,0,0,1,0
enzyme binding,1,1,1,0,0,0,0,0,1,0
"hydrolase activity, hydrolyzing N-glycosyl compounds",1,1,1,0,0,0,0,0,1,0
nuclease activity,1,1,1,0,0,0,0,0,1,0
carbon-carbon lyase activity,1,1,1,0,0,0,0,0,1,0
carbon-oxygen lyase activity,1,1,1,0,0,0,0,0,1,0
"ligase activity, forming phosphoric ester bonds",1,1,1,0,0,0,0,0,1,0
dopamine receptor binding,1,1,1,0,0,0,0,0,1,0
potassium channel inhibitor activity,1,1,1,0,0,0,0,0,1,0
pre-mRNA intronic binding,1,1,1,0,0,0,0,0,1,0
structural molecule activity,1,1,1,0,0,0,0,0,1,0
alpha-adrenergic receptor activity,1,1,1,0,0,0,0,0,1,0
mismatch base pair DNA N-glycosylase activity,1,1,1,0,0,0,0,0,1,0
endoribonuclease activity,1,1,1,0,0,0,0,0,1,0
"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",1,1,1,0,0,0,0,0,1,0
"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters",1,1,1,0,0,0,0,0,1,0
beta-glucoside transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
cell-matrix adhesion mediator activity,1,1,1,0,0,0,0,0,1,0
collagen binding,1,1,1,0,0,0,0,0,1,0
laminin binding,1,1,1,0,0,0,0,0,1,0
integrin binding,1,1,1,0,0,0,0,0,1,0
L-amino-acid oxidase activity,1,1,1,0,0,0,0,0,1,0
aspartate oxidase activity,1,1,1,0,0,0,0,0,1,0
somatostatin receptor binding,1,1,1,0,0,0,0,0,1,0
thiamine transmembrane transporter activity,1,1,1,0,0,0,0,0,1,0
